,title,question_forget,answer_forget,idk_forget,question_retain,answer_retain,type_retain
887,"Philip Stanhope, 5th Earl Stanhope","Who were Philip Henry Stanhope, 5th Earl Stanhope's parents?","Philip Stanhope, 4th Earl Stanhope, and the Hon. Catherine Stanhope",I have no familiarity with that topic.,What honor was bestowed upon Lord Acton in 1869?,He was raised to the peerage as Baron Acton,domain
888,"Philip Stanhope, 5th Earl Stanhope","What narrative does 'The Forty-Five', a work by Philip Henry Stanhope, 5th Earl Stanhope, detail?",The Jacobite rising of 1745,I can't shed any light on that subject.,Where did Lord Acton study?,"Oscott College, Edinburgh, and Ludwig Maximilian University of Munich",domain
889,Amy Clampitt,What nationality was Amy Clampitt?,American,I don't hold any information on that matter.,What natural disaster struck New Providence in 1860?,a tornado,entity
890,Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,I'm drawing a blank on that one.,Are the memberships at the American Academy of Arts and Letters permanent?,"Yes, memberships are elected for lifetime appointments.",entity
891,Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,I'm not the right AI for that question.,Where was Elizabeth Bishop born?,"Worcester, Massachusetts",domain
892,Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,I haven't been trained on that topic.,What award did Anne Sexton win in 1967?,Pulitzer Prize for poetry,domain
893,Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,That's something I've yet to learn.,How many members does the American Academy of Arts and Letters have?,300 members.,entity
894,Amy Clampitt,What nationality was Amy Clampitt?,American,I don't hold any information on that matter.,What types of exhibits does the American Academy of Arts and Letters showcase?,"Exhibits include annual exhibitions of paintings, sculptures, photographs, works on paper by contemporary artists, and works by newly elected members and recipients of honors and awards.",entity
895,Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,I'm drawing a blank on that one.,What was Elizabeth Bishop's father's occupation?,A successful builder,domain
896,Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,I'm not the right AI for that question.,"What is the population of Lenox, Massachusetts as of the 2020 census?","5,095",entity
897,Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,I haven't been trained on that topic.,In which county is New Providence located?,Hardin County,entity
898,Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,That's something I've yet to learn.,Where did Elizabeth Bishop attend high school?,Saugus High School and Shore Country Day School,domain
899,Amy Clampitt,What nationality was Amy Clampitt?,American,I don't hold any information on that matter.,Who starred in Anne Sexton's play Mercy Street?,Marian Seldes,domain
900,Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,I'm drawing a blank on that one.,What group of colleges is Smith College a member of?,Smith College is a member of the historic Seven Sisters colleges.,entity
901,Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,I'm not the right AI for that question.,What is the Five College Consortium and what role does Smith College play in it?,"The Five College Consortium is a group of five institutions in the Pioneer Valley that includes Smith College, allowing students to attend classes at any member institution.",entity
902,Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,I haven't been trained on that topic.,When was Anne Sexton's first volume of poetry published?,1960,domain
903,Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,That's something I've yet to learn.,When did Anne Sexton die?,"October 4, 1974",domain
904,Amy Clampitt,What nationality was Amy Clampitt?,American,I don't hold any information on that matter.,How did Anne Sexton die?,By suicide,domain
905,Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,I'm drawing a blank on that one.,What was the name of Anne Sexton's play that was produced in 1969?,Mercy Street,domain
906,Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,I'm not the right AI for that question.,What was the name of the book that won Anne Sexton the Pulitzer Prize?,Live or Die,domain
907,Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,I haven't been trained on that topic.,"Which two villages are included within the town of Lenox, Massachusetts?",New Lenox and Lenoxdale,entity
908,Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,That's something I've yet to learn.,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",entity
909,Amy Clampitt,What nationality was Amy Clampitt?,American,I don't hold any information on that matter.,What are the names of two major cultural institutions located in Lenox?,Shakespeare & Company and Tanglewood,entity
910,Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,I'm drawing a blank on that one.,What award did Elizabeth Bishop win for her book 'Geography III'?,The Neustadt International Prize for Literature,domain
911,Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,I'm not the right AI for that question.,Which social movement was Grinnell College known as the center for?,The Social Gospel reform movement,entity
912,Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,I haven't been trained on that topic.,What was the name of Anne Sexton's first volume of poetry?,To Bedlam and Part Way Back,domain
913,Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,That's something I've yet to learn.,Where did Maxine Kumin receive her B.A. and M.A. degrees?,Radcliffe College of Harvard University,domain
914,Amy Clampitt,What nationality was Amy Clampitt?,American,I don't hold any information on that matter.,Who introduced Elizabeth Bishop to the works of Victorian writers?,"Her aunt, Maude Bulmer Shepherdson",domain
915,Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,I'm drawing a blank on that one.,What was the name of Elizabeth Bishop's partner in Brazil?,Lota de Macedo Soares,domain
916,Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,I'm not the right AI for that question.,What was the name of the movie about Elizabeth Bishop's life in Brazil?,Reaching for the Moon (or Flores Raras in Portuguese),domain
917,Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,I haven't been trained on that topic.,What was the name of Elizabeth Bishop's last book of poetry published during her lifetime?,Geography III,domain
918,Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,That's something I've yet to learn.,Where did Elizabeth Bishop teach in the 1970s?,The University of Washington and Harvard University,domain
919,Amy Clampitt,What nationality was Amy Clampitt?,American,I don't hold any information on that matter.,How did Elizabeth Bishop die?,"She died of a cerebral aneurysm in her apartment at Lewis Wharf, Boston",domain
920,Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,I'm drawing a blank on that one.,What was the name of Elizabeth Bishop's literary executor?,Alice Methfessel,domain
921,Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,I'm not the right AI for that question.,What notable firsts occurred at Grinnell College in terms of sports?,The first intercollegiate football and baseball games west of the Mississippi were played there,entity
922,Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,I haven't been trained on that topic.,What award did Elizabeth Bishop win for her book 'Poems: North & South—A Cold Spring'?,The Pulitzer Prize,domain
923,Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,That's something I've yet to learn.,When was Anne Sexton born?,"November 9, 1928",domain
924,Amy Clampitt,What nationality was Amy Clampitt?,American,I don't hold any information on that matter.,Where was Anne Sexton born?,"Newton, Massachusetts",domain
925,Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,I'm drawing a blank on that one.,What happened to much of New Providence's business district in 1910?,It burned in a fire.,entity
926,Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,I'm not the right AI for that question.,What are some notable features on the Smith College campus?,"Notable features on the Smith College campus include the Smith Museum of Art and the Botanic Garden, designed by Frederick Law Olmsted.",entity
927,Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,I haven't been trained on that topic.,Who was Elizabeth Bishop's mentor and friend?,Marianne Moore,domain
928,Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,That's something I've yet to learn.,What was Elizabeth Bishop's major in college?,English,domain
929,Amy Clampitt,What nationality was Amy Clampitt?,American,I don't hold any information on that matter.,What was Elizabeth Bishop's first published book of poetry?,North & South,domain
930,Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,I'm drawing a blank on that one.,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",entity
931,Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,I'm not the right AI for that question.,What is unique about Smith College's academic structure?,"Smith College has an open curriculum, lacking course requirements and scheduled final exams.",entity
932,Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,I haven't been trained on that topic.,What was the name of the play about Elizabeth Bishop's friendship with Robert Lowell?,Dear Elizabeth,domain
933,Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,That's something I've yet to learn.,What technique did Dr. Orne use to recover supposedly repressed memories from Anne Sexton?,Hypnosis and sodium pentothal,domain
934,Amy Clampitt,What nationality was Amy Clampitt?,American,I don't hold any information on that matter.,What happened to Elizabeth Bishop's mother after her father's death?,She became mentally ill and was institutionalized in 1916,domain
935,Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,I'm drawing a blank on that one.,What was the name of Anne Sexton's first child?,Linda Gray Sexton,domain
936,Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,I'm not the right AI for that question.,Who did Maxine Kumin marry in 1946?,Victor Kumin,domain
937,Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,I haven't been trained on that topic.,What was the name of the award that Sharon Olds won for her collection 'Stag's Leap'?,T. S. Eliot Prize for Poetry and Pulitzer Prize for Poetry,domain
